Start Date,End Date,VIN,Repair Description,Repair Cost,Repair Status,Vendor Name,Vendor Phone,Vendor Street Address,Vendor City,Vendor State,Vendor ZIP,Recall NTHSA,Recall Description,Manufacturer
5/20/19,5/24/19,ATWA3W65LU2848535,replace serpentine belt; replace water pump; ,34.14,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,07E023000, CERTAIN CARDONE MASTER CYLINDERS WITH PART NUMBERS 10-2925  10-2987  10-2987MZA  10-3083  11-30,Toyota
5/20/19,5/22/19,XUV6JR4Q8SX652578,install turbocharger; install anti-theft alarm; ,20.25,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,03V476000, ON CERTAIN SPORT UTILITY VEHICLES  THE FRONT BRAKE CALIPER MOUNTING BOLTS MAY NOT BE ADEQUATELY,Nissan
5/20/19,5/30/19,E8MFMML51CM701156,fix sunroof; install on-board diagnosis system; ,68.08,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
5/21/19,5/25/19,CHA3G8GE21K992177,attach spoiler; replace timing belt tensioner; ,101.94,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,11V221000,GENERAL MOTORS IS RECALLING CERTAIN MODEL YEAR 2011 CHEVROLET CRUZE VEHICLES.  DURING MANUFACTUR,Chevrolet
5/21/19,5/22/19,7YCPTKZS5B3163969,repair direct injection system; replace ace filter; ,33.11,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
5/21/19,5/27/19,RUAW8E8S2SA826885,set up auto-delay headlights; replace serpentine belt; ,125.12,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,16V029000, Nissan North America  Inc. (Nissan) is recalling certain model year 2013-2015 Nissan Altima veh,Nissan
5/22/19,5/22/19,S7OOZE7TI6U419267,change oil filter; adjust hybrid performance; ,16.86,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
5/22/19,5/22/19,30IT6VOHPTN692600,install on-board diagnosis system; ,15.28,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
5/22/19,5/22/19,3VWJ7G74MRP551283,repair shiftable automatic transmission; change memory settings of the onboard computer; ,11.12,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
5/22/19,5/25/19,PUVTYE6IVGN271318,adjust regenerative braking; ,20.66,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
5/22/19,5/22/19,OOXPL1JMKRX336822,improve cylinder configuration; replace water pump; ,37.89,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
5/22/19,5/24/19,MBKMABQOONK563483,attach exterior camera; ,57.06,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,18V907000, Kia Motors America (Kia) is recalling certain 2011-2017 Optima  2012-2017 Sorento and 2011-2018,Kia
5/22/19,6/1/19,2CEDOZQS3WI014174,fix steering damper; replace crankcase ventilation filter; ,430.31,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
5/23/19,6/2/19,ZDIFPMGLJRT329921,adjust block heater; attach seat extension; ,313.18,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
5/23/19,6/26/19,LN7ZMWGACVJ434473,replace crankcase ventilation filter; install turbocharger; ,344.22,completed,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
5/23/19,5/23/19,H130KLLOZLY973998,attach seat extension; adjust hybrid performance; ,16.12,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
5/23/19,5/27/19,LEWHC17RSR2225266,attach spoiler; adjust regenerative braking; ,57.04,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
5/23/19,6/5/19,PEXVHDHEYM7282767,repair seatbelt force limiters; adjust running boards; ,103.3,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
5/24/19,6/9/19,38ZSAKVC20U930606,replace stabilizer bar; install parking sensors; ,250.19,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
5/24/19,5/24/19,8BPZY476GS8852305,fix cylinder head bolts; replace tail lights; ,56.38,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
5/24/19,5/24/19,35TB5QWCJW0515619,replace ace filter; adjust block heater; ,18.15,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,16V137000, Jaguar Land Rover North America  LLC (Jaguar) is recalling certain model year 2013-2015 Jaguar ,Jaguar
5/24/19,5/25/19,XUV6JR4Q8SX652578,change memory settings of the onboard computer; fix solar sunroof; ,20.25,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,11V592000, NISSAN IS RECALLING CERTAIN MODEL YEAR 2011 INFINITI FX  MODEL YEAR 2012 INFINITI M  MODEL YEAR,INFINITI
5/25/19,6/12/19,NQC3ODNRG8W618383,replace brake pedal spring; change coolant; ,507.39,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,00V157002, VEHICLE DESCRIPTION:  PASSENGER VEHICLES USING AFTERMARKET FRONT PASSENGER SIDE SEAT BELT ASSEM,Lincoln
5/25/19,6/9/19,66BVP1UV1VM384215,adjust regenerative braking; remove oversteer; ,279.31,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
5/25/19,6/13/19,L2G40AKW0DV261314,repair shiftable automatic transmission; change brake linings; ,117.85,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
5/25/19,6/14/19,3HWBBE541KJ068668,change steering rack; replace steering column lock; ,762.4,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,18E016000, BMW of North America  LLC (BMW) is recalling certain Accessory Windscreens  sold for installati,BMW
5/25/19,5/26/19,JVT2Q6U7HLH559100,change suspension fluid; reduce blind spot; ,61.51,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,19V148000,FCA US LLC (Alfa Romeo) is recalling certain 2018-2019 Alfa Romeo Stelvio and 2017-2019 Giulia v,Alfa
5/25/19,5/30/19,G33VJW8N2FY389186,fix nvh dampening system; ,110.72,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
5/26/19,5/30/19,L075CLEGAGV332326,install dusk-sensing headlights; configure universal remote control; ,58.42,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
5/26/19,5/27/19,A2YAQD6KDWM503404,adjust traction control system; reduce blind spot; ,59.75,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,08V390000, SMART USA IS RECALLING 43 MY 2008 FORTWO 451 VEHICLES.    A SINGLE BATCH OF PAINT SENT TO THE C,smart
5/26/19,5/26/19,SWME2EZ3HDD006687,adjust climate control; change air conditioner refrigerant; ,24.43,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
5/26/19,6/1/19,8BPZY476GS8852305,replace ace filter; fix steering damper; ,281.88,completed,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
5/26/19,6/3/19,K5ZQ65X47KU986899,adjust block heater; install vanity mirrors; ,33.28,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
5/26/19,5/29/19,35TB5QWCJW0515619,attach seat extension; improve cylinder configuration; ,54.46,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
5/26/19,7/1/19,BHVL8OFSZ0G423785,fix external temperature display; fix nvh dampening system; ,92.02,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,18V268000, Honda (American Honda Motor Co.) is recalling certain 2003-2012 Honda Accord and Pilot  2010 Ac,Honda
5/26/19,6/4/19,ZS1M7DGNG0B708125,replace water pump; replace fuel filter; ,203.85,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
5/27/19,6/22/19,8FX05ZAH64B316440,repair shiftable automatic transmission; reduce fuel consumption; ,679.02,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
5/27/19,6/2/19,AFTWPBMU2TA534019,reduce fuel consumption; ,75.43,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
5/27/19,6/3/19,MW7W375RHHU707116,add heated windshield; replace radiator core & ac condenser; ,138.41,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
5/27/19,5/28/19,1J1RMS1AO48718511,fix air filter restriction indicator; install on-board diagnosis system; ,28.85,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
5/27/19,5/31/19,30KBYEYBKH5669910,change wheel cylinders; install parking sensors; ,30.57,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
5/27/19,5/28/19,7YCPTKZS5B3163969,replace steering column lock; install curtain airbags; ,66.21,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
5/27/19,6/17/19,5I71MA5PSO0445780,improve cylinder configuration; refurbish power steering; ,667.96,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,18V828000, Chrysler (FCA US LLC) is recalling certain 2017-2018 Alfa Romeo Giulia vehicles equipped with G,Romeo
5/28/19,5/31/19,3VWJ7G74MRP551283,fix ventilated seats; repair direct injection system; ,44.47,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
5/28/19,5/28/19,JAH4TXSVFRZ937654,make polarization coating; attach exterior camera; ,18.97,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
5/28/19,6/4/19,JVT2Q6U7HLH559100,prevent fuel pump shutoff; replace crankcase ventilation filter; ,246.04,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
5/28/19,5/31/19,C0VHQRA5CIO857811,install anti-theft alarm; replace steering column lock; ,154.42,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
5/29/19,5/31/19,JAH4TXSVFRZ937654,change brake linings; change timing belt; ,18.97,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,14E007000, The Gates Corporation (Gates) is recalling certain aftermarket Tru-Flow Water Pumps  part numbe,Volkswagen
5/29/19,6/1/19,RUAW8E8S2SA826885,adjust seat belts tension; install parking sensors; ,53.62,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
5/29/19,6/3/19,LEWHC17RSR2225266,attach exterior camera; replace diverter valve; ,34.22,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
5/29/19,5/30/19,OUXQFNQE2K7274854,fix solar sunroof; install intelligent alternator; ,54.22,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
5/29/19,5/30/19,MBKMABQOONK563483,adjust turn signals; install anti-theft alarm; ,19.02,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
5/30/19,6/2/19,1D75678DO43448008,replace crankcase ventilation filter; replace tail lights; ,177.74,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
5/30/19,6/28/19,6D300ABH65P725391,fix external temperature display; adjust reverse tilt mirrors; ,766.58,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
5/31/19,6/12/19,OUIFCWSPPHR650293,replace radiator hoses; repair seatbelt force limiters; ,51.26,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,15V629000, Hyundai Motor America (Hyundai) is recalling certain model year 2011 Elantra vehicles manufactu,Hyundai
5/31/19,6/2/19,SROKG0OMKKQ394333,upgrade navigation system; install parking sensors; ,187.44,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,09V091000, LDV IS RECALLING 81 TRUCKS BUILT ON CHEVROLET AND FORD MY 2007-2009 C5500  MY 2008-2009 W5500  ,Chevrolet
5/31/19,6/3/19,V4JVFR4YRS7140562,change steering rack; configure audio remote control; ,134.08,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,15V483000, Volkswagen Group of America  Inc. (Volkswagen) is recalling certain model year 2010-2014 Volksw,Volkswagen
5/31/19,6/3/19,1J1RMS1AO48718511,replace radiator hoses; change purge valve; ,57.7,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
5/31/19,6/20/19,IOCT8QVK86C997015,adjust turn signals; adjust accelerator pedal linkage; ,94.21,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
5/31/19,6/20/19,SGEAZM7OHRE981138,make polarization coating; change speaker configuration; ,74.14,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
5/31/19,6/4/19,E8MFMML51CM701156,change memory settings of the onboard computer; replace crankcase ventilation filter; ,68.08,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/1/19,6/2/19,C0VHQRA5CIO857811,install turbocharger; change purge valve; ,77.21,pending,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/1/19,6/11/19,L075CLEGAGV332326,reconfigure service reminder light; change brake linings; ,131.44,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/1/19,6/3/19,XUV6JR4Q8SX652578,repair direct injection system; ,20.25,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,06V328000, DURING A CANADIAN COMPLIANCE TEST  CERTAIN SPORT UTILITY VEHICLES FAIL TO COMPLY WITH THE REQUI,INFINITI
6/1/19,6/2/19,M58W6OQD1J3561088,replace timing belt tensioner; change oil filter; ,84.27,completed,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/1/19,6/1/19,JAH4TXSVFRZ937654,add knee airbags; adjust running boards; ,18.97,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/1/19,6/8/19,GKTLIDKGMZ6109105,replace ace filter; ,64.99,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/2/19,6/4/19,RUAW8E8S2SA826885,fix power activated release; replace crankcase ventilation filter; ,53.62,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,13V094000, Nissan is recalling certain model year 2013 Titan trucks manufactured from January 22  2013  th,Nissan
6/2/19,6/5/19,PC02G0A675B935953,replace radiator core & ac condenser; change pcv filter/pcv valve; ,184.14,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
6/2/19,6/6/19,8BPZY476GS8852305,install separate rear audio; prevent fuel pump shutoff; ,169.13,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/2/19,6/8/19,KSC5NS2WX0Q021711,adjust regenerative braking; ,146.18,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/2/19,6/3/19,30KBYEYBKH5669910,replace stabilizer bar; replace brake pedal spring; ,30.57,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/3/19,6/6/19,SWME2EZ3HDD006687,fix power activated release; install on-board diagnosis system; ,73.3,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/3/19,6/11/19,ZDIFPMGLJRT329921,set up auto-delay headlights; adjust adaptive cruise control; ,178.96,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/3/19,6/19/19,A1NW00GFYRY803793,install intelligent alternator; adjust traction control system; ,128.94,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,05V338000, CERTAIN VEHICLES FAIL TO CONFORM TO THE REQUIREMENTS OF FEDERAL MOTOR VEHICLE SAFETY STANDARD N,INFINITI
6/3/19,6/3/19,M58W6OQD1J3561088,fix a-pillar; change air conditioner refrigerant; ,84.27,in progress,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/3/19,6/4/19,1MF8O5K3V5X143850,replace water pump; repair cooled seats; ,30.71,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/3/19,7/15/19,MT0OEZQ7C5Q035531,install intelligent alternator; change coolant; ,523,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/4/19,6/9/19,K6NPKFWC2DG818634,fix external temperature display; ,100.45,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,11E022000, AFFINIA IS RECALLING CERTAIN AFTERMARKET FRONT SUSPENSION LOWER BALL JOINTS  NAPA PART NO. 2601,Acura
6/4/19,6/5/19,JAH4TXSVFRZ937654,replace timing belt tensioner; configure universal remote control; ,18.97,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,19V188000, Volkswagen Group of America  Inc. (Volkswagen) is recalling certain 2017-2019 Golf Sportwagen  ,Volkswagen
6/4/19,6/4/19,M58W6OQD1J3561088,install optional equipment; install intelligent alternator; ,84.27,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/5/19,6/6/19,1MF8O5K3V5X143850,change pcv filter/pcv valve; fix sunroof; ,30.71,pending,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,18V432000, Toyota Motor Engineering & Manufacturing (Toyota) is recalling certain 2007-2011 Lexus GS350 an,Toyota
6/5/19,6/7/19,FZ1HFZ585WR955503,change timing belt; install active pedestrian protection system; ,255.31,in progress,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/5/19,6/9/19,1J1RMS1AO48718511,reduce fuel consumption; ,72.12,completed,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/5/19,6/6/19,G33VJW8N2FY389186,install curtain airbags; change pcv filter/pcv valve; ,36.91,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/5/19,6/8/19,30KBYEYBKH5669910,replace ace filter; fix broken tow hooks; ,61.14,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/6/19,6/7/19,3VWJ7G74MRP551283,replace liftgate window; add heated windshield; ,11.12,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
6/6/19,6/8/19,PC02G0A675B935953,attach exterior camera; repair seatbelt force limiters; ,46.03,pending,Newex,3321611463,6781 14-street,Durham,WI,50395,18V047000, Mitsubishi Fuso Truck of America  Inc. (MFTA) is recalling certain 2004-2017 FE84D  FE85D  FEC5,Mitsubishi
6/7/19,6/11/19,05AJ273ZM02946325,install on-board diagnosis system; install curtain airbags; ,38.02,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/7/19,6/7/19,M58W6OQD1J3561088,replace crankcase ventilation filter; install smoked glass; ,84.27,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/7/19,6/28/19,ZDR30CO5D6G733856,fix broken tow hooks; attach spoiler; ,740.04,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/7/19,6/17/19,B3V53WEVPX7253102,change purge valve; remove oversteer; ,441.21,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
6/7/19,6/12/19,1MF8O5K3V5X143850,replace fuel filter; install smoked glass; ,30.71,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/7/19,6/12/19,MW7W375RHHU707116,replace radiator core & ac condenser; adjust block heater; ,92.27,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/7/19,6/9/19,FWOYW8SJUH7074597,adjust reverse tilt mirrors; check drive axle boots; ,16.29,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/7/19,6/9/19,K5ZQ65X47KU986899,repair cooled seats; adjust turn signals; ,99.84,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/7/19,6/9/19,SWME2EZ3HDD006687,change purge valve; make polarization coating; ,48.87,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/8/19,6/16/19,E8MFMML51CM701156,replace diverter valve; attach exterior camera; ,119.15,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,16V302000, Chrysler (FCA US LLC) is recalling certain model year 2012-2016 Fiat 500 vehicles manufactured ,FIAT
6/8/19,6/8/19,JB6TJOH3G13545501,replace serpentine belt; fix rear defroster; ,63.93,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,17V545000, Honda (American Honda Motor Co.) is recalling certain 2008-2012 Accord  2010-2012 Accord Crosst,Acura
6/8/19,6/11/19,G33VJW8N2FY389186,attach exterior camera; add knee airbags; ,73.81,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/8/19,6/11/19,3VWJ7G74MRP551283,fix nvh dampening system; ,33.35,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/8/19,6/10/19,FZ1HFZ585WR955503,install active pedestrian protection system; ,170.2,pending,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/8/19,6/8/19,JVT2Q6U7HLH559100,fix deceleration system; fix external temperature display; ,30.76,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,06V316000, ON CERTAIN MOTOR HOMES  THE TOP FLANGE OF THE FRONT AXLE I-BEAM MAY FATIGUE AND FRACTURE.  ,Alfa
6/9/19,6/10/19,LEWHC17RSR2225266,attach seat extension; upgrade navigation system; ,11.41,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,98V322000, VEHICLE DESCRIPTION:  CERTAIN 1996-1999 FORD CROWN VICTORIA POLICE  FLEET  NATURAL GAS  AND 199,Lincoln
6/9/19,7/11/19,ATWA3W65LU2848535,adjust regenerative braking; replace steering column lock; ,785.13,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
6/9/19,6/9/19,JB6TJOH3G13545501,adjust low fuel warning indicator; adjust climate control; ,63.93,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/9/19,6/10/19,8BPZY476GS8852305,replace stabilizer bar; fix sunroof; ,56.38,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/9/19,6/9/19,C0VHQRA5CIO857811,install smoked glass; adjust seat belts tension; ,38.61,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/9/19,6/10/19,RUAW8E8S2SA826885,change timing belt; configure universal remote control; ,35.75,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/10/19,7/3/19,GKTLIDKGMZ6109105,fix deceleration system; adjust accelerator pedal linkage; ,324.97,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/10/19,6/19/19,WSHBRYQYDCI202435,adjust running boards; attach exterior camera; ,70.34,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/10/19,6/10/19,JB6TJOH3G13545501,adjust ignition timing; set up satellite radio; ,63.93,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
6/10/19,6/18/19,JVT2Q6U7HLH559100,adjust ignition timing; replace steering column lock; ,123.02,in progress,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/10/19,6/13/19,K6NPKFWC2DG818634,improve cylinder configuration; upgrade navigation system; ,100.45,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/10/19,6/14/19,WMXOWCZE1MO140134,replace tail lights; adjust turn signals; ,146.66,in progress,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/11/19,6/13/19,C0VHQRA5CIO857811,change air conditioner refrigerant; ,115.82,in progress,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/11/19,6/11/19,5U2302GFYRL619555,install on-board diagnosis system; upgrade navigation system; ,28.26,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/11/19,6/12/19,RUAW8E8S2SA826885,replace ace filter; ,35.75,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/11/19,6/29/19,1D377TZAWSW801985,fix rear defroster; improve cylinder configuration; ,572.54,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/11/19,6/12/19,1J1RMS1AO48718511,configure audio remote control; change coolant; ,14.42,completed,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/11/19,6/11/19,1NVXI5JXG3Q330243,install optional equipment; install vanity mirrors; ,114.87,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/11/19,6/11/19,JB6TJOH3G13545501,adjust seat belts tension; set up auto-delay headlights; ,63.93,completed,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/12/19,6/15/19,SZAJTDBI6IL561669,replace radiator core & ac condenser; refurbish power steering; ,40.43,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,19V148000,FCA US LLC (Alfa Romeo) is recalling certain 2018-2019 Alfa Romeo Stelvio and 2017-2019 Giulia v,Alfa
6/12/19,6/13/19,KSC5NS2WX0Q021711,replace fuel filter; replace steering column lock; ,58.47,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/13/19,6/20/19,3KYD25BMOB3101135,replace tail lights; ,130.82,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/13/19,6/13/19,7T0CI3XEYJA004139,fix a-pillar; ,52.08,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,,,
6/13/19,6/14/19,G33VJW8N2FY389186,replace catalytic converter; replace brake pedal spring; ,18.45,in progress,Newex,3321611463,6781 14-street,Durham,WI,50395,17V457000, Mazda North America Operations (Mazda) is recalling certain 2012 CX-7  CX-9 and Mazda6 vehicles,MAZDA
6/13/19,6/17/19,30KBYEYBKH5669910,replace tail lights; ,45.85,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/13/19,7/5/19,OUIFCWSPPHR650293,reduce blind spot; replace stabilizer bar; ,435.69,completed,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/13/19,6/13/19,SROKG0OMKKQ394333,replace crankcase ventilation filter; adjust adaptive cruise control; ,62.48,completed,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
6/13/19,6/17/19,8BPZY476GS8852305,install curtain airbags; ,169.13,pending,Zumgoity,3587340254,5992 11-street,Stockton,OH,46220,,,
6/14/19,6/15/19,1J1RMS1AO48718511,configure audio remote control; correct abs; ,14.42,pending,Cancity,4137272403,445 10-street,Dallas,TX,44164,14V422000, BMW of North America  LLC (BMW) is recalling a certain model year BMW i3 vehicle manufactured M,MINI
6/14/19,6/22/19,LEWHC17RSR2225266,attach spoiler; change brake linings; ,91.26,completed,Fasehatice,0158952124,2139 14-street,Chandler,TX,62809,,,
6/14/19,6/17/19,JB6TJOH3G13545501,replace crankcase ventilation filter; change brake linings; ,63.93,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/14/19,6/15/19,1NVXI5JXG3Q330243,adjust block heater; attach spoiler; ,114.87,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/14/19,6/14/19,7T0CI3XEYJA004139,install roof spoiler; attach seat extension; ,52.08,pending,Zoomit,8570724614,7392 11-street,Norfolk,NC,72802,,,
6/15/19,6/16/19,0XJA8OD4GS2220202,attach spoiler; replace radiator hoses; ,34.84,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/15/19,6/17/19,SWME2EZ3HDD006687,configure universal remote control; configure universal remote control; ,73.3,completed,Cancity,4137272403,445 10-street,Dallas,TX,44164,,,
6/15/19,6/15/19,7T0CI3XEYJA004139,adjust seat belts tension; adjust turn signals; ,52.08,completed,Newex,3321611463,6781 14-street,Durham,WI,50395,18V231000, Chrysler (FCA US LLC) is recalling certain 2018 Jeep Wrangler vehicles.  The rear under body la,Jeep
6/15/19,6/15/19,1MF8O5K3V5X143850,replace tail lights; replace steering column lock; ,30.71,in progress,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/15/19,7/3/19,WMXOWCZE1MO140134,upgrade navigation system; reduce fuel consumption; ,527.97,pending,Rundofase,6976505267,175 12-street,Seattle,WA,08511,,,
6/15/19,7/16/19,ZDIFPMGLJRT329921,fix nvh dampening system; change speaker configuration; ,984.27,in progress,Toughzap,4602643035,6477 19-street,Bakersfield,FL,28366,,,
6/15/19,6/18/19,K6NPKFWC2DG818634,improve engine performance; adjust climate control; ,100.45,pending,Zencorporation,1034092507,6712 7-street,Jacksonville,FL,73886,,,
